frase,situacao
"Redução de estrogênio, obesidade e insuficiência cardíaca citocinas pró-inflamatórias e outros mediadores prejudiciais (por exemplo, TNF-α e IL-6),72 chamados coletivamente de adipocinas, são liberados dos repositórios adiposos locais.61,72-74 A distinção entre os dois depósitos de gordura e sua respectiva ligação à DDFVE pode ser importante anatômica e bioquimicamente.",baixo risco
"I C Clopidogrel (dose de ataque), independentemente da estratégia inicial (conservadora ou invasiva) em pacientes de muito alto risco para sangramento ou necessidade de anticoagulação oral a longo prazo.",alto risco
"Artigo de Revisão GDF-15 como Biomarcador em Doenças Cardiovasculares GDF-15 as a Biomarker in Cardiovascular Disease Bruna Miers May,1 Mauricio Pimentel,2 Leandro Ioschpe Zimerman,2 Luis Eduardo Rohde2 Universidade Federal do Rio Grande do Sul - Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares,1 Porto Alegre, RS - Brasil Hospital de Clinicas de Porto Alegre,2 Porto Alegre, RS - Brasil Resumo Nos últimos anos, vários biomarcadores estão ganhando importância clínica na avaliação diagnóstica e prognóstica de pacientes com doenças cardiovasculares.",baixo risco
"120(12):e20230217 Relato de Caso Uma Causa Rara e Tratamento da Fibrilação Ventricular: Toxicidade do 5-Fluorouracil A Rare Cause and Management of Ventricular Fibrillation: 5-Fluorouracil Toxicity Kutluhan Eren Hazir1 e Cenk Sari1 Izmir Provincial Health Directorate Izmir University of Health Sciences Tepecik Training and Research Hospital Ringgold standard institution - Department of Cardiology,1 Konak, İzmir – Turquia Resumo Um homem de 65 anos com histórico de carcinoma de língua procurou o pronto-socorro com contrações insensíveis estando em casa.",alto risco
Índices Hematológicos e Risco Cardiovascular O presente estudo é uma revisão narrativa que visa reunir e preparar uma síntese e uma avaliação crítica da potencial contribuição destes novos marcadores hematológicos para o risco cardiovascular e a mortalidade.,baixo risco
"No entanto, a fisiopatologia da aterosclerose envolve a interseção complexa de dislipidemia, inflamação, disfunção endotelial e ativação plaquetária, entre outros fatores.25 Dados recentes demonstram possíveis associações entre cada uma dessas vias com os níveis plasmáticos das ceramidas, indicando associação e causalidade plausíveis desse biomarcador em DCV aguda e instabilidade da placa aterosclerótica.",baixo risco
"Os miRNAs poderiam ser utilizados, por exemplo, como biomarcadores da insuficiência cardíaca (IC), fibrilação atrial, infarto agudo do miocárdio (IAM) e aterosclerose, por meio de sua detecção no plasma sanguíneo (Figura 2).",baixo risco
"Nesta análise, os autores mostraram o miR483-5p como um potencial biomarcador da FA pós-operatória, com precisão preditiva global de 78%.33 Os miR-23a e -26a também teriam a capacidade de prever a FA pós-operatória, uma vez que seus 740 Artigo de Revisão Silva et al miRNAs e doença cardiovascular Arq Bras Cardiol.",baixo risco
"Além da placa aterosclerótica, o acúmulo de colesterol também ocorre na musculatura lisa esquelética, interferindo na expressão do transportador de glicose tipo 4, o que ocasiona defeito no transporte muscular de glicose e prejudica sua capacidade de síntese de glicogênio.15 As ceramidas também estimulam a apoptose das células β pancreáticas, reduzindo diretamente a produção de insulina.16 Major et al.,17 demonstraram que as ceramidas podem mimetizar os efeitos citotóxicos do fator de necrose tumoral, da interleucina 1 beta e do interferon-gama nas células β pancreáticas, desencadeando inflamação e apoptose.17 O acúmulo de ceramida nos tecidos resulta na disfunção metabólica de múltiplos órgãos e no desenvolvimento de complicações do diabetes.",baixo risco
"Atualmente, não podemos prevenir com precisão a recorrência de eventos isquêmicos agudos, claramente demonstrando a grande necessidade de biomarcadores que possam prever a instabilidade da placa aterosclerótica coronariana.3 Estudos recentes têm destacado o papel fisiopatológico de outras classes lipídicas além do colesterol de lipoproteína de baixa densidade (low density lipoprotein, LDL) na aterosclerose e no IAM, incluindo ceramidas, esfingomielina, fosfatidilcolinas e ésteres de colesterol.4,5 As ceramidas participam de múltiplas vias envolvidas na sinalização de danos celulares, causando a liberação de citocinas próinflamatórias que modulam diretamente a apoptose por meio da expressão gênica de proteínas pró-apoptóticas.6 Nosso grupo tem trabalhado no desenvolvimento de biomarcadores lipídicos por meio de espectrometria de massa, entre outras técnicas de biologia molecular, para o desenvolvimento de um biomarcador plasmático capaz de diagnosticar a instabilidade da placa aterosclerótica e prever reinfartos cardíacos e a progressão para insuficiência cardíaca (IC) em pacientes com síndrome coronariana aguda (SCA).",baixo risco
"Quadro 2.5 – Orientação do Suporte Básico de Vida realizado por leigos Recomendação Classe de Recomendação Nível de Evidência Treinamento de indivíduos leigos em RCP e uso do DEA pode elevar substancialmente a probabilidade de um espectador realizar a RCP e aumentar a sobrevida de uma vítima que sofreu parada cardíaca I B O serviço médico de emergência deve orientar a realização de compressões torácicas contínuas para leigos que se depararem com vítima não responsiva sem respiração normal I B O leigo não treinado deve realizar compressões torácicas contínuas, ao invés de RCP convencional I C RCP: ressuscitação cardiopulmonar;",alto risco
"Esta análise concentrou-se apenas na ICFEP, e, especificamente, as características do fenótipo do portador de ICFEP “obeso, do sexo feminino e fadigado”.21 Uma revisão da literatura de todos os fenótipos clínicos de ICFEP de referência para o leitor é a realizada por Silverman.20 Independentemente do fenótipo biológico, Palavras-chave Estrogênio;",baixo risco
"DOI: 10.5935/abc.20180095 Introdução A cardiomiopatia crônica de Chagas se manifesta tardiamente após a infecção com Trypanosoma cruzi e ainda é uma das principais causas de insuficiência cardíaca em fase terminal na América Latina.1 As experiências publicadas2,3 sobre transplantes cardíacos para doença de Chagas crônica têm demonstrado a viabilidade e eficácia desta terapia, uma vez que a reativação da doença não é uma grande preocupação quando é diagnosticada e tratada corretamente a tempo.4 No entanto, a necessidade de algum suporte circulatório mecânico na lista de espera aumentou progressivamente, de acordo com o relatório anual da International Society of Heart and Lung Transplantation.5 Considerando que a experiência com suporte circulatório mecânico na América Latina é muito limitada, e a insuficiência sistólica biventricular é comum na cardiomiopatia chagásica, é necessário esclarecer muitas questões não respondidas sobre as modalidades de suporte.",alto risco
"Esse grupo de comorbidades relacionadas à obesidade, direta ou indiretamente (por exemplo, efeito colateral de quimioterapia com antraciclinas)2 frequentemente culmina em insuficiência cardíaca (IC).3-6 Apesar de a obesidade, definida como um índice de massa corporal (IMC) >30 kg/m2, é um preditor independente de IC incidente na população geral, há evidências de que o próprio sobrepeso (IMC 25-29 kg/m2) representa um aumento no risco de IC.7-10 Vários estudos mostram que medidas de adiposidade, tais como circunferência de cintura (CC), são melhores que medidas de adiposidade global, tais como peso e IMC, para se estimar o risco de DCV.11-16 A CC é independentemente associada à disfunção diastólica do ventrículo esquerdo (DDFVE), definida por parâmetros ecocardiográficos.17 Tanto a DDFVE quanto a obesidade são fatores comuns que contribuem para o aparecimento de insuficiência cardíaca com fenótipo de fração de ejeção preservada (ICFEP), e parecem ter uma ligação causal.17-19 Em um breve resumo, pacientes com IC pode ter fenótipos diferentes, de acordo com as características morfofuncionais da doença.20 Em resumo, os pacientes de IC são classificados de acordo com a função VE;",baixo risco
"I A Clopidogrel (300mg em dose de ataque, com manutenção de 75mg/dia) em adição ao AAS, em pacientes portadores de SCASSST de risco intermediário ou alto por 12 meses, em pacientes com risco muito alto de sangramento, em uso concomitante de anticoagulantes orais ou quando prasugrel ou ticagrelor não estiverem disponíveis.",alto risco
"111(5):738-746 níveis estão reduzidos no período pós-operatório de pacientes submetidos à intervenção coronária arterial de by-pass.34 O nível circulante reduzido do miR-126 serviria como candidato a biomarcador do desenvolvimento, progressão e severidade da FA e da IC, de acordo com estudo realizado em pacientes com FA, IC ou associação de ambos.35 Por fim, Gorem et al.,36 mostraram expressão reduzida do miR-150 nas plaquetas de pacientes com IC sistólica crônica associada à FA, comparado aos indivíduos sem FA, perfil também encontrado no soro desses pacientes.36 Na doença vascular aterosclerótica, já foi observada a produção de corpos apoptóticos derivados de células endoteliais, os quais continham grande quantidade de miR‑126 em seu interior e que eram, por sua vez, capazes de desencadear a produção de quimiocina CXCL12 nas células vasculares receptoras.37 O miR-212 circulante é sugerido por Jeong et al.,38 como um biomarcador da aterosclerose, visto que ele aumenta a predição da aterosclerose quando combinado a hemoglobina A1c, HDL e lipoproteína (a).",baixo risco
"Achados deste estudo também sugerem que, no nível populacional, a massa e a geometria do VE tem pouca ou nenhuma influência na patogênese das anormalidades diastólicas do VE causadas por obesidade.36 É interessante observar que não há relação entre CC e FEVE (disfunção sistólica), confirmando os achados de outros pesquisadores que identificaram a CC como fator de risco para ICFEP.7,9,17,37-43 Por último, é relevante observar que os dados relatados por esses autores foram restritos a mulheres, já que foi recrutada uma proporção limitada de participantes do sexo masculino.36 Dados adicionais do estudo clínico realizado por Canepa et al.,17 em que a amostra, para ambos os sexos, é parte do Baltimore Longitudinal Study of Aging (BLSA - Estudo Longitudinal de Envelhecimento de Baltimore) propõem que uma possível explicação fisiopatológica para a associação entre adiposidade e resultados cardiovasculares piores é sua relação com a DDFVE.",baixo risco
"Atualmente, são consideradas biomarcadores emergentes nas doenças cardiovasculares, sendo utilizadas na predição de instabilidade da placa aterosclerótica e eventos cardiovasculares adversos de forma independente aos fatores de risco tradicionais.",baixo risco
"Se o volume plasmático não é corrigido, a hipotensão pode recidivar quando Epikabi® (hemitartarato de norepinefrina) for descontinuado, ou a pressão sanguínea pode ser mantida ao risco de severa vasoconstrição periférica e visceral (por exemplo, perfusão renal diminuída) com diminuição no fluxo e na perfusão sanguínea tissulares com subsequente hipóxia tissular e acidose láctica e provável lesão isquêmica.",alto risco
"Critérios de Framingham para diagnóstico de IC Critérios maiores Dispneia paroxística noturna Turgência jugular Cardiomegalia à radiografia de tórax Edema agudo de pulmão Terceira bulha (galope) Aumento da pressão venosa central (> 16 cm H2O no átrio direito) Refluxo hepatojugular Perda de peso > 4,5 kg em 5 dias em resposta ao tratamento Critérios menores Edema de tornozelos bilateral Tosse noturna Dispneia a esforços ordinários Hepatomegalia Derrame pleural Diminuição da capacidade funcional em um terço da máxima registrada previamente Taquicardia (FC > 120 bpm) Para o diagnóstico são necessários 2 critérios maiores ou 1 critério maior + 2 critérios menores.",alto risco
"A implicação clínica da ceramida levou à patente desse biomarcador nos EUA e na Europa, estando atualmente disponível para uso clínico em hospitais de referência, como a Mayo Clinic.20 Os exames de rastreamento são necessários para o acompanhamento da aterosclerose subclínica?",baixo risco
os pesquisadores enfatizaram que a CC pode representar uma condição pré-clínica progressiva que contribui para a IC diastólica causada por obesidade.36 A CC só foi superada pela idade e se igualou à pressão arterial em magnitude do efeito sobre a E/A.,baixo risco
"Fármacos Utilizados no Controle do Ritmo Os medicamentos antiarrítmicos estão divididos em quatro classes distintas, de acordo com a classificação proposta por Vaughan-Williams.261 A classe I é composta pelos bloqueadores Tabela 17 – Sugestões para o uso de anticoagulantes orais de ação direta (ACOD) de acordo com diferentes situações clínicas em pacientes com FA Situação clínica Anticoagulante oral sugerido Idoso Apixabana ou edoxabana Múltiplas comorbidades Apixabana ou edoxabana Alto risco de AVCi com baixo risco de sangramento Dabigatrana Alto risco de sangramento Apixabana ou edoxabana Alto risco de sangramento gastrointestinal Apixabana Disfunção renal Apixabana ou edoxabana Estenose mitral moderada/ grave ou prótese valvar mecânica Varfarina Bioprótese valvar Rivaroxabana Síndrome coronariana aguda Apixabana + clopidogrel (ticagrelor pode ser considerado.",alto risco
"Em contraste, os linfócitos regulam a resposta imune.8 Atualmente, novos marcadores têm sido caracterizados como potenciais fatores prognósticos para mortalidade em DCV, denominados índices inflamatórios hematológicos.",baixo risco
"Atuam como reguladores da expressão gênica em plantas e animais ao nível pós-transcricional, pela clivagem de um RNA mensageiro (RNAm) alvo ou da repressão de sua tradução.7 O primeiro miRNA (lin-4) foi descrito em 1993 pelo grupo de Rosalind Lee, estando ele associado à regulação do desenvolvimento larval de Caenorhabditis elegans (C.",baixo risco
"A maioria dos estudos refere-se a análises retrospectivas, secundárias e/ou post hoc de grandes bancos de dados10-12,23-25 ou a ensaios clínicos de terapia medicamentosa.26 Critérios diagnósticos da síndrome cardiorrenal aguda O primeiro trabalho a avaliar o impacto da piora da função renal em idosos internados com ICD, no ano de 2000, adotou como critério o aumento da creatinina em 0,3 mg/dl.10 Outro estudo demonstrou que aumentos de creatinina durante a internação da ordem de 0,1 mg/dl estavam associados a maior mortalidade hospitalar e tempo de internação.",alto risco
"Redução de estrogênio, obesidade e insuficiência cardíaca tratamento preventivo.35 Finalmente, os resultados deste estudo longitudinal confirmaram os achados das investigações transversais relacionadas à relação positiva entre CC e medidas ecocardiográficas da disfunção diastólica (por exemplo, relação E/e’).",baixo risco
"Devido ao risco aumentado de hemorragia, tratamento com inibidores de agregação plaquetária não deve ser iniciado nas primeiras 24 horas após trombólise com alteplase.",alto risco
"Portanto, devido aos valores semelhantes da curva característica de operação do receptor (receiver operating characteristic, ROC), novos métodos de rastreamento e estratificação de risco são necessários para melhorar a detecção precoce da instabilidade da placa.23 O desenvolvimento desse biomarcador possibilitaria a intervenção na progressão inicial da placa aterosclerótica, sendo, portanto, essencial para evitar o enorme custo adicional imposto pela fase sintomática da doença aterosclerótica.",baixo risco
"Nesse estudo, um aumento ≥0,3 mg/dl apresentou melhor sensibilidade e especificidade para prever óbito (81% e 62%, respectivamente) e tempo de internação maior que dez dias (64% e 65%, respectivamente).11 O aumento absoluto da creatinina em 0,3 mg/dl tem sido adotado pela maioria dos autores como critério para definir a SCRA.27 Entretanto, outros autores discordam desse critério por ele não considerar o grau de disfunção renal prévia, sugerindo o uso de uma das três diferentes classificações para definição de IRA.28 Essas definições não são específicas para ICD, tendo sido desenvolvidas para definição e classificação de IRA em diferentes cenários clínicos.",alto risco
"Em comparação aos fatores de risco CV clássicos, biomarcadores de proteína com vários painéis específicos de inflamação, resistência à insulina, lipídios, hemostasia, fibrinólise, dano oxidativo, estresse endotelial, entre outros, foram testados e apresentaram apenas um valor preditivo incremental limítrofe para eventos adversos CVs em longo prazo (AUC: 0,768 vs.",baixo risco
"Nível de Evidência B), devendo-se realizar a desfibrilação, assim que possível (Quadro 5.5).266-268 Quadro 5.2 – Orientação para a monitorização de manobras de ressuscitação cardiopulmonar no Suporte Avançado de Vida em adultos Recomendações Classe de Recomendação Nível de Evidência A utilização de dispositivos de feedback de RCP favorece a realização da RCP de alta qualidade e aumenta a sobrevida dos pacientes IIa B Valores de PETCO2 < 10 mmHg, indicam necessidade de melhora na qualidade da RCP IIa B Se houver aumento abrupto do PETCO2 (para 35 a 40 mmHg), é razoável considerar que houve RCE IIa B Valores de PETCO2 abaixo de 10 mmHg após 20 minutos de RCP referem-se a mau prognóstico e uma baixa probabilidade de RCE IIb B Quando disponíveis, os parâmetros fisiológicos devem ser considerados para monitorar e otimizar a RCP e detectar o RCE IIb C Se valores de pressão arterial diastólica < 20 mmHg, é razoável considerar melhorar a qualidade da RCP IIb C Checagem da pressão arterial invasiva pode reduzir o tempo de interrupção da RCP na checagem de pulso, em pacientes com atividade elétrica organizada IIb C A aferição contínua de saturação venosa central < 30% tem sido relacionada à impossibilidade de RCE IIb C A saturação venosa central pode auxiliar na detecção de retorno à RCE e na qualidade das compressões torácicas IIb C Coletar gasometria arterial durante a RCP tem valor incerto até o momento IIb C A ecocardiografia transtorácica ou transesofágica pode ser considerada para o diagnóstico e a tomada de decisão em situações como tamponamento cardíaco, dissecção de aorta e embolia pulmonar IIb C RCP: ressuscitação cardiopulmonar;",alto risco
"Quadro 9 – Recomendações para uso de anticoagulantes na fase aguda da síndrome coronariana aguda (SCA) Recomendações para o uso de anticoagulantes na fase aguda da SCA Classe de recomendação Nível de evidência Pacientes anticoagulados devem ser encaminhados preferencialmente à estratégia de angioplastia primária IIa C Pacientes com SCA com supradesnivelamento do segmento ST e anticoagulação oral devem receber dose usual de anticoagulação parenteral IIa C Pacientes com SCA sem supradesnivelamento do segmento ST e sem critérios de alto risco devem ter seu anticoagulante oral suspenso e transição realizada para anticoagulante parenteral IIa C Quadro 8 – Recomendações para anticoagulação de pacientes com doença cardíaca valvar e fibrilação atrial elegíveis para anticoagulação Recomendações para anticoagulação de pacientes com doença cardíaca valvar e fibrilação atrial elegíveis para anticoagulação Classe de recomendação Nível de evidência Em pacientes com próteses valvares mecânicas, a varfarina é o fármaco de escolha.",alto risco
Antagonistas da aldosterona São indicados para pacientes com insuficiência cardíaca com fração reduzida e que permanecem sintomáticos (classe II-IV da NYHA) apesar de tratamento com IECA/ARA II e betabloqueador nas maiores doses toleradas.,alto risco
"Apesar de menos frequente, a descompensação pode dar-se por infecções virais, fato que justifica a vacinação contra influenza nestes pacientes.3 Nos últimos anos diversas cidades brasileiras foram acometidas por epidemias de arboviroses antes consideradas raras como as causadas pelo vírus da Zika e da febre chikungunya.5 Tais epidemias chamaram atenção da comunidade científica não só pelo número de pacientes atingidos, mas principalmente pelas frequentes sequelas, como microcefalia em filhos de gestantes acometidas pelo vírus da Zika e pelas artralgias incapacitantes e crônicas secundárias à febre de chikungunya.",alto risco
"Os pesquisadores também identificaram que o efeito da adiposidade central sobre a DDFVE foi independente da adiposidade geral e, surpreendentemente, isso era mais pronunciado em homens que em mulheres.",baixo risco
"113(3):449-663 Quadro 5.5 – Orientação para desfibrilação Recomendação Classe de Recomendação Nível de Evidência Choque bifásico seguindo as recomendações do fabricante I B Choque bifásico com carga máxima, se desconhecidas as orientações do fabricante IIb C Realizar RCP enquanto se prepara a desfibrilação I B Atrasar desfibrilação para realizar RCP por 2 minutos IIb B RCP: ressuscitação cardiopulmonar.",alto risco
"I B Prasugrel 60mg de ataque seguidos por 10mg ao dia em pacientes portadores de SCASSST de risco moderado ou alto, com anatomia coronariana conhecida, tratados com ICP e sem fatores de risco para sangramento (idade ≥ 75 anos;",alto risco
Aqui são ilustrados alguns dos miRNAs encontrados no soro ou plasma sanguíneo que poderiam ser utilizados como biomarcadores de diagnóstico ou prognóstico de doenças cardiovasculares.,baixo risco
"Redução de estrogênio, obesidade e insuficiência cardíaca a ICFEP é uma síndrome clínica heterogênea, que inclui mecanismos fisiopatológicos de cardiomiócitos, de matriz extracelular, vasculares e relacionados a comorbidade.22 Ela é caracterizadas pela redução do volume diastólico final, hipertrofia do ventrículo esquerdo, e aumento do volume atrial esquerdo e da pressão de enchimento do ventrículo esquerdo.",baixo risco
"117(6):1191-1201 Artigo de Revisão Relações entre a Redução de Estrogênio, Obesidade e Insuficiência Cardíaca com Fração de Ejeção Preservada Crossroads between Estrogen Loss, Obesity, and Heart Failure with Preserved Ejection Fraction Allan Kardec Nogueira de Alencar,1 Hao Wang,2,6 Gláucia Maria Moraes de Oliveira,3 Xuming Sun,2 Gisele Zapata‑Sudo,4,5 Leanne Groban2,6 Faculdade de Medicina de Petrópolis,1 Petrópolis, RJ - Brasil Wake Forest School of Medicine - Departments of Anesthesiology,2 Winston-Salem, North Carolina - Estados Unidos da América Universidade Federal do Rio de Janeiro - Departamento de Clínica Médica, Faculdade de Medicina,3 Rio de Janeiro, RJ - Brasil Universidade Federal do Rio de Janeiro - Instituto de Ciências Biomédicas,4 Rio de Janeiro, RJ - Brasil Universidade Federal do Rio de Janeiro - Instituto de Cardiologia Edson Saad, Faculdade de Medicina,5 Rio de Janeiro, RJ - Brasil Wake Forest School of Medicine - Internal Medicine-Section of Molecular Medicine,6 Winston-Salem, North Carolina - Estados Unidos da América Resumo A prevalência de obesidade e insuficiência cardíaca com fração de ejeção preservada (ICFEP) aumenta significativamente em mulheres na pós-menopausa.",baixo risco
